image_index,true_label,predicted_class,correct,cycles,frame,status_hex,sum_hex,xor_hex,cycle_ok,frame_ok,status_ok
378,9,8,0,1282,379,0x00000015,0x0000BF4F,0x7B,1,1,1
379,2,2,1,1282,380,0x00000015,0x0000928E,0x4E,1,1,1
380,7,7,1,1282,381,0x00000015,0x0000517D,0x57,1,1,1
381,0,0,1,1282,382,0x00000015,0x00009445,0x3D,1,1,1
382,6,6,1,1282,383,0x00000015,0x00007AE7,0x7F,1,1,1
383,9,9,1,1282,384,0x00000015,0x00006532,0x42,1,1,1
384,8,8,1,1282,385,0x00000015,0x00009090,0x0C,1,1,1
385,6,6,1,1282,386,0x00000015,0x0000623A,0x66,1,1,1
386,8,8,1,1282,387,0x00000015,0x00005262,0x0C,1,1,1
387,4,4,1,1282,388,0x00000015,0x000057BA,0xE6,1,1,1
388,2,2,1,1282,389,0x00000015,0x000055A2,0x46,1,1,1
389,5,5,1,1282,390,0x00000015,0x00005FBF,0x05,1,1,1
390,6,6,1,1282,391,0x00000015,0x0000AF2C,0xCA,1,1,1
391,8,8,1,1282,392,0x00000015,0x00006BC4,0xF6,1,1,1
392,2,2,1,1282,393,0x00000015,0x00006453,0xA9,1,1,1
393,1,1,1,1282,394,0x00000015,0x00003B0E,0xB0,1,1,1
394,8,8,1,1282,395,0x00000015,0x000066D4,0x96,1,1,1
395,4,4,1,1282,396,0x00000015,0x00005B3D,0xD1,1,1,1
396,7,7,1,1282,397,0x00000015,0x00004DB4,0xAC,1,1,1
397,2,2,1,1282,398,0x00000015,0x00006ECD,0x49,1,1,1
398,0,0,1,1282,399,0x00000015,0x0000881E,0x76,1,1,1
399,3,3,1,1282,400,0x00000015,0x00006F20,0x52,1,1,1
400,1,1,1,1282,401,0x00000015,0x0000244E,0x76,1,1,1
401,6,2,0,1282,402,0x00000015,0x00005FAC,0x32,1,1,1
402,4,4,1,1282,403,0x00000015,0x00006384,0x9C,1,1,1
403,3,3,1,1282,404,0x00000015,0x0000901B,0x8B,1,1,1
404,2,2,1,1282,405,0x00000015,0x00004977,0x73,1,1,1
405,7,7,1,1282,406,0x00000015,0x000055A8,0xF2,1,1,1
406,7,8,0,1282,407,0x00000015,0x0000597B,0xEF,1,1,1
407,4,4,1,1282,408,0x00000015,0x00004EBB,0xEF,1,1,1
408,3,3,1,1282,409,0x00000015,0x00003EE1,0xA3,1,1,1
409,5,5,1,1282,410,0x00000015,0x00006AE4,0x16,1,1,1
410,1,1,1,1282,411,0x00000015,0x00002708,0x0E,1,1,1
411,2,2,1,1282,412,0x00000015,0x00006E03,0x4D,1,1,1
412,0,0,1,1282,413,0x00000015,0x00008341,0xF9,1,1,1
413,8,8,1,1282,414,0x00000015,0x000055C8,0x6E,1,1,1
414,3,3,1,1282,415,0x00000015,0x00009160,0xCC,1,1,1
415,2,2,1,1282,416,0x00000015,0x00009306,0xE0,1,1,1
416,0,0,1,1282,417,0x00000015,0x0000CD57,0x4F,1,1,1
417,4,4,1,1282,418,0x00000015,0x000060CA,0x3E,1,1,1
418,6,6,1,1282,419,0x00000015,0x00008907,0x49,1,1,1
419,3,3,1,1282,420,0x00000015,0x000056C6,0xD6,1,1,1
420,3,3,1,1282,421,0x00000015,0x0000AE04,0xB2,1,1,1
421,6,6,1,1282,422,0x00000015,0x00007B6D,0xCD,1,1,1
422,2,2,1,1282,423,0x00000015,0x0000641A,0x8C,1,1,1
423,1,1,1,1282,424,0x00000015,0x00003E82,0x5C,1,1,1
424,7,7,1,1282,425,0x00000015,0x000050BD,0xE1,1,1,1
425,6,6,1,1282,426,0x00000015,0x00006DB1,0x89,1,1,1
426,0,0,1,1282,427,0x00000015,0x00009082,0x80,1,1,1
427,6,6,1,1282,428,0x00000015,0x00004E9F,0x1F,1,1,1
428,6,6,1,1282,429,0x00000015,0x0000BA4E,0xD4,1,1,1
429,6,6,1,1282,430,0x00000015,0x00006D1A,0x5A,1,1,1
430,3,3,1,1282,431,0x00000015,0x00004DCF,0x47,1,1,1
431,5,5,1,1282,432,0x00000015,0x0000328D,0x97,1,1,1
432,2,2,1,1282,433,0x00000015,0x00009C5D,0x97,1,1,1
433,5,5,1,1282,434,0x00000015,0x0000543F,0x3D,1,1,1
434,4,4,1,1282,435,0x00000015,0x00007261,0x3F,1,1,1
435,0,0,1,1282,436,0x00000015,0x00007441,0x75,1,1,1
436,7,7,1,1282,437,0x00000015,0x000049DF,0xE1,1,1,1
437,2,2,1,1282,438,0x00000015,0x000050D3,0x8F,1,1,1
438,6,6,1,1282,439,0x00000015,0x00006788,0xAA,1,1,1
439,9,9,1,1282,440,0x00000015,0x00005DA7,0x69,1,1,1
440,2,2,1,1282,441,0x00000015,0x0000914D,0x01,1,1,1
441,1,1,1,1282,442,0x00000015,0x00002B03,0x77,1,1,1
442,1,1,1,1282,443,0x00000015,0x00005E44,0xD4,1,1,1
443,2,2,1,1282,444,0x00000015,0x00007258,0xC0,1,1,1
444,0,0,1,1282,445,0x00000015,0x0000AD0C,0xE6,1,1,1
445,4,4,1,1282,446,0x00000015,0x000068A0,0x52,1,1,1
446,9,9,1,1282,447,0x00000015,0x0000588B,0xF3,1,1,1
447,7,7,1,1282,448,0x00000015,0x00005D6E,0xCA,1,1,1
448,0,0,1,1282,449,0x00000015,0x00005988,0x6C,1,1,1
449,9,9,1,1282,450,0x00000015,0x0000A1FD,0x49,1,1,1
450,8,8,1,1282,451,0x00000015,0x00005B25,0xC3,1,1,1
451,9,9,1,1282,452,0x00000015,0x000074B2,0x12,1,1,1
452,8,8,1,1282,453,0x00000015,0x00004878,0x90,1,1,1
453,0,0,1,1282,454,0x00000015,0x00005642,0x44,1,1,1
454,8,8,1,1282,455,0x00000015,0x0000A951,0xA7,1,1,1
455,3,5,0,1282,456,0x00000015,0x000070F0,0x7A,1,1,1
456,3,3,1,1282,457,0x00000015,0x00007160,0x0C,1,1,1
457,3,3,1,1282,458,0x00000015,0x0000832D,0x8F,1,1,1
458,3,3,1,1282,459,0x00000015,0x000056E7,0x37,1,1,1
459,0,0,1,1282,460,0x00000015,0x000067EC,0xC2,1,1,1
460,0,0,1,1282,461,0x00000015,0x0000C272,0x58,1,1,1
461,3,3,1,1282,462,0x00000015,0x00006664,0xFC,1,1,1
462,9,9,1,1282,463,0x00000015,0x00006E6B,0x7B,1,1,1
463,4,4,1,1282,464,0x00000015,0x0000736A,0xC6,1,1,1
464,7,7,1,1282,465,0x00000015,0x00004DAB,0xAD,1,1,1
465,3,8,0,1282,466,0x00000015,0x0000AAFF,0x93,1,1,1
466,9,9,1,1282,467,0x00000015,0x000062F7,0x09,1,1,1
467,5,5,1,1282,468,0x00000015,0x000086B2,0xD2,1,1,1
468,0,0,1,1282,469,0x00000015,0x0000B625,0x21,1,1,1
469,4,4,1,1282,470,0x00000015,0x00007058,0x78,1,1,1
470,8,8,1,1282,471,0x00000015,0x000055F6,0x40,1,1,1
471,4,4,1,1282,472,0x00000015,0x0000524E,0xB8,1,1,1
472,9,9,1,1282,473,0x00000015,0x000064C0,0xF0,1,1,1
473,3,3,1,1282,474,0x00000015,0x00006372,0xC4,1,1,1
474,6,6,1,1282,475,0x00000015,0x00008596,0x40,1,1,1
475,2,2,1,1282,476,0x00000015,0x0000878B,0xE5,1,1,1
476,5,5,1,1282,477,0x00000015,0x000035C6,0x8E,1,1,1
477,9,9,1,1282,478,0x00000015,0x00006961,0x5D,1,1,1
478,3,3,1,1282,479,0x00000015,0x00005762,0xE8,1,1,1
479,6,6,1,1282,480,0x00000015,0x000073EB,0xCD,1,1,1
480,0,0,1,1282,481,0x00000015,0x00006F3B,0xC9,1,1,1
481,2,2,1,1282,482,0x00000015,0x000042BA,0x96,1,1,1
482,5,5,1,1282,483,0x00000015,0x000056AB,0xDD,1,1,1
483,8,8,1,1282,484,0x00000015,0x000078DD,0x63,1,1,1
484,2,2,1,1282,485,0x00000015,0x00007344,0x5C,1,1,1
485,4,4,1,1282,486,0x00000015,0x0000575C,0x2C,1,1,1
486,4,4,1,1282,487,0x00000015,0x00006F1E,0xE4,1,1,1
487,4,4,1,1282,488,0x00000015,0x00004DC7,0x1B,1,1,1
488,5,5,1,1282,489,0x00000015,0x0000540A,0x1C,1,1,1
489,6,6,1,1282,490,0x00000015,0x0000711D,0x31,1,1,1
490,9,9,1,1282,491,0x00000015,0x00004828,0x4C,1,1,1
491,1,1,1,1282,492,0x00000015,0x0000544D,0xAF,1,1,1
492,1,1,1,1282,493,0x00000015,0x00003DEA,0xE2,1,1,1
493,8,8,1,1282,494,0x00000015,0x000094FC,0x90,1,1,1
494,6,6,1,1282,495,0x00000015,0x00005F4A,0x1A,1,1,1
495,0,0,1,1282,496,0x00000015,0x0000985F,0xCD,1,1,1
496,9,9,1,1282,497,0x00000015,0x00005A67,0x67,1,1,1
497,8,8,1,1282,498,0x00000015,0x0000CF3C,0x80,1,1,1
498,7,7,1,1282,499,0x00000015,0x00006A9F,0xFF,1,1,1
499,4,4,1,1282,500,0x00000015,0x00004CC3,0xD7,1,1,1
500,7,7,1,1282,501,0x00000015,0x0000540D,0x57,1,1,1
501,4,4,1,1282,502,0x00000015,0x00003C11,0xD7,1,1,1
502,9,9,1,1282,503,0x00000015,0x0000659C,0x34,1,1,1
503,6,6,1,1282,504,0x00000015,0x00006519,0x45,1,1,1
504,7,7,1,1282,505,0x00000015,0x00007803,0x77,1,1,1
505,9,9,1,1282,506,0x00000015,0x00007756,0xE0,1,1,1
506,9,9,1,1282,507,0x00000015,0x00007E75,0x4F,1,1,1
507,5,5,1,1282,508,0x00000015,0x000040F8,0xE0,1,1,1
508,6,6,1,1282,509,0x00000015,0x00006BC6,0xEA,1,1,1
509,9,9,1,1282,510,0x00000015,0x00005807,0xBF,1,1,1
510,3,3,1,1282,511,0x00000015,0x00008218,0x16,1,1,1
511,3,3,1,1282,512,0x00000015,0x000077D0,0xB6,1,1,1
512,5,5,1,1282,513,0x00000015,0x0000811D,0x9F,1,1,1
513,9,9,1,1282,514,0x00000015,0x00005A27,0x31,1,1,1
514,5,5,1,1282,515,0x00000015,0x00007817,0x21,1,1,1
515,0,0,1,1282,516,0x00000015,0x00009487,0xB9,1,1,1
516,8,8,1,1282,517,0x00000015,0x0000706C,0x50,1,1,1
517,1,1,1,1282,518,0x00000015,0x000038FF,0x09,1,1,1
518,0,0,1,1282,519,0x00000015,0x0000B16C,0xA4,1,1,1
519,3,3,1,1282,520,0x00000015,0x00006526,0xD4,1,1,1
520,5,5,1,1282,521,0x00000015,0x00004D6E,0xCA,1,1,1
521,9,9,1,1282,522,0x00000015,0x0000680A,0x60,1,1,1
522,7,7,1,1282,523,0x00000015,0x000063FD,0xAD,1,1,1
523,3,3,1,1282,524,0x00000015,0x00006B6F,0x79,1,1,1
524,9,9,1,1282,525,0x00000015,0x000061BC,0xEC,1,1,1
525,4,4,1,1282,526,0x00000015,0x00007A89,0xCD,1,1,1
526,9,9,1,1282,527,0x00000015,0x00007815,0x39,1,1,1
527,9,9,1,1282,528,0x00000015,0x00006AC2,0x72,1,1,1
528,2,2,1,1282,529,0x00000015,0x00005FD3,0xF1,1,1,1
529,7,2,0,1282,530,0x00000015,0x00003962,0xB8,1,1,1
530,2,2,1,1282,531,0x00000015,0x0000C8A8,0x52,1,1,1
531,3,3,1,1282,532,0x00000015,0x00006328,0x0C,1,1,1
532,1,1,1,1282,533,0x00000015,0x000056F8,0x92,1,1,1
533,8,8,1,1282,534,0x00000015,0x00003909,0xDB,1,1,1
534,1,1,1,1282,535,0x00000015,0x00003835,0x0F,1,1,1
535,8,8,1,1282,536,0x00000015,0x000074C1,0x35,1,1,1
536,5,5,1,1282,537,0x00000015,0x00006367,0xF1,1,1,1
537,3,3,1,1282,538,0x00000015,0x00008646,0xC0,1,1,1
538,8,8,1,1282,539,0x00000015,0x000058D9,0x5F,1,1,1
539,4,4,1,1282,540,0x00000015,0x00005FBE,0x78,1,1,1
540,1,1,1,1282,541,0x00000015,0x00003903,0xFF,1,1,1
541,5,5,1,1282,542,0x00000015,0x00006CF7,0x37,1,1,1
542,5,5,1,1282,543,0x00000015,0x000044F0,0xC0,1,1,1
543,5,5,1,1282,544,0x00000015,0x0000A3C7,0x9F,1,1,1
544,3,3,1,1282,545,0x00000015,0x00007ECC,0xDA,1,1,1
545,3,3,1,1282,546,0x00000015,0x000069A1,0xA5,1,1,1
546,7,7,1,1282,547,0x00000015,0x00007A11,0x45,1,1,1
547,8,8,1,1282,548,0x00000015,0x00007200,0x82,1,1,1
548,9,9,1,1282,549,0x00000015,0x00006D7C,0x6A,1,1,1
549,4,4,1,1282,550,0x00000015,0x00004F95,0xC1,1,1,1
550,9,9,1,1282,551,0x00000015,0x0000388D,0x99,1,1,1
551,1,1,1,1282,552,0x00000015,0x00003F1C,0xB6,1,1,1
552,4,4,1,1282,553,0x00000015,0x00009C60,0x4E,1,1,1
553,5,5,1,1282,554,0x00000015,0x000044EF,0x21,1,1,1
554,7,7,1,1282,555,0x00000015,0x000064DF,0x89,1,1,1
555,7,7,1,1282,556,0x00000015,0x00004A66,0xA6,1,1,1
556,5,5,1,1282,557,0x00000015,0x00004EB6,0x48,1,1,1
557,1,1,1,1282,558,0x00000015,0x00003C87,0x3F,1,1,1
558,4,4,1,1282,559,0x00000015,0x00005CF8,0xDE,1,1,1
559,0,0,1,1282,560,0x00000015,0x000054DA,0xBE,1,1,1
560,7,7,1,1282,561,0x00000015,0x00003D84,0x78,1,1,1
561,0,0,1,1282,562,0x00000015,0x00008BC0,0xFE,1,1,1
562,4,4,1,1282,563,0x00000015,0x00008644,0x9C,1,1,1
563,0,0,1,1282,564,0x00000015,0x000078CC,0x34,1,1,1
564,8,8,1,1282,565,0x00000015,0x0000688F,0x29,1,1,1
565,2,2,1,1282,566,0x00000015,0x0000918F,0x8B,1,1,1
566,1,1,1,1282,567,0x00000015,0x0000527C,0x20,1,1,1
567,6,6,1,1282,568,0x00000015,0x00008C55,0x5F,1,1,1
568,4,4,1,1282,569,0x00000015,0x0000A80A,0x7C,1,1,1
569,2,2,1,1282,570,0x00000015,0x0000604F,0x9D,1,1,1
570,2,2,1,1282,571,0x00000015,0x000066C1,0x4F,1,1,1
571,6,6,1,1282,572,0x00000015,0x00008281,0x57,1,1,1
572,4,4,1,1282,573,0x00000015,0x00004BC6,0x42,1,1,1
573,9,9,1,1282,574,0x00000015,0x00009C8A,0x78,1,1,1
574,0,0,1,1282,575,0x00000015,0x0000A27C,0x52,1,1,1
575,6,6,1,1282,576,0x00000015,0x000062C8,0xD2,1,1,1
576,6,6,1,1282,577,0x00000015,0x0000894A,0x10,1,1,1
577,2,2,1,1282,578,0x00000015,0x00006BA5,0x0B,1,1,1
578,2,2,1,1282,579,0x00000015,0x0000A602,0xF4,1,1,1
579,9,9,1,1282,580,0x00000015,0x00005630,0x66,1,1,1
580,3,3,1,1282,581,0x00000015,0x00006704,0x4A,1,1,1
581,2,2,1,1282,582,0x00000015,0x0000A941,0x9B,1,1,1
582,2,2,1,1282,583,0x00000015,0x00006EAD,0x29,1,1,1
583,7,7,1,1282,584,0x00000015,0x00006822,0x80,1,1,1
584,7,7,1,1282,585,0x00000015,0x00006C5B,0x39,1,1,1
585,2,2,1,1282,586,0x00000015,0x00005F54,0x9C,1,1,1
586,4,4,1,1282,587,0x00000015,0x00005152,0xA8,1,1,1
587,7,7,1,1282,588,0x00000015,0x00007A1D,0x63,1,1,1
588,6,6,1,1282,589,0x00000015,0x000090D3,0x75,1,1,1
589,4,4,1,1282,590,0x00000015,0x0000637A,0x3A,1,1,1
590,2,2,1,1282,591,0x00000015,0x00008D24,0x2A,1,1,1
591,1,1,1,1282,592,0x00000015,0x000042CA,0x98,1,1,1
592,2,2,1,1282,593,0x00000015,0x00008737,0xCB,1,1,1
593,5,5,1,1282,594,0x00000015,0x000067B6,0x4A,1,1,1
594,9,9,1,1282,595,0x00000015,0x000061A2,0xC4,1,1,1
595,3,3,1,1282,596,0x00000015,0x0000653B,0xF1,1,1,1
596,9,9,1,1282,597,0x00000015,0x00007187,0xED,1,1,1
597,2,2,1,1282,598,0x00000015,0x0000666A,0x0C,1,1,1
598,3,3,1,1282,599,0x00000015,0x00003E02,0x16,1,1,1
599,8,8,1,1282,600,0x00000015,0x00007F27,0x21,1,1,1
600,5,5,1,1282,601,0x00000015,0x00007478,0x72,1,1,1
601,1,1,1,1282,602,0x00000015,0x00004158,0xB2,1,1,1
602,3,3,1,1282,603,0x00000015,0x0000638B,0x9F,1,1,1
603,9,9,1,1282,604,0x00000015,0x00004CEB,0x87,1,1,1
604,7,9,0,1282,605,0x00000015,0x00005772,0xC0,1,1,1
605,5,5,1,1282,606,0x00000015,0x000073F2,0xF4,1,1,1
606,0,0,1,1282,607,0x00000015,0x00008299,0xB9,1,1,1
607,3,3,1,1282,608,0x00000015,0x00006F5D,0x1B,1,1,1
608,8,8,1,1282,609,0x00000015,0x00006056,0xCA,1,1,1
609,3,3,1,1282,610,0x00000015,0x000084F4,0xCA,1,1,1
610,5,5,1,1282,611,0x00000015,0x00006727,0xBF,1,1,1
611,7,7,1,1282,612,0x00000015,0x00005682,0x7A,1,1,1
612,8,8,1,1282,613,0x00000015,0x00008776,0x72,1,1,1
613,1,1,1,1282,614,0x00000015,0x0000517C,0x9E,1,1,1
614,9,9,1,1282,615,0x00000015,0x00005186,0x7A,1,1,1
615,2,2,1,1282,616,0x00000015,0x0000723C,0xE4,1,1,1
616,7,7,1,1282,617,0x00000015,0x00003898,0x16,1,1,1
617,2,2,1,1282,618,0x00000015,0x00005E7D,0x7B,1,1,1
618,5,5,1,1282,619,0x00000015,0x00008601,0xC1,1,1,1
619,1,1,1,1282,620,0x00000015,0x000028CE,0x28,1,1,1
620,3,3,1,1282,621,0x00000015,0x00009B20,0xAE,1,1,1
621,1,1,1,1282,622,0x00000015,0x00002F47,0xB5,1,1,1
622,8,8,1,1282,623,0x00000015,0x00007F64,0xA6,1,1,1
623,7,7,1,1282,624,0x00000015,0x00004171,0x2D,1,1,1
624,5,5,1,1282,625,0x00000015,0x00005485,0x3F,1,1,1
625,3,3,1,1282,626,0x00000015,0x00007409,0x93,1,1,1
626,2,2,1,1282,627,0x00000015,0x00008156,0x40,1,1,1
627,2,2,1,1282,628,0x00000015,0x0000BEB1,0x9F,1,1,1
628,9,9,1,1282,629,0x00000015,0x00003126,0x92,1,1,1
629,1,1,1,1282,630,0x00000015,0x00002545,0x0D,1,1,1
630,1,1,1,1282,631,0x00000015,0x000047A9,0xC7,1,1,1
631,4,4,1,1282,632,0x00000015,0x00006561,0x4B,1,1,1
632,6,6,1,1282,633,0x00000015,0x000038B1,0xA5,1,1,1
633,6,6,1,1282,634,0x00000015,0x0000770B,0x37,1,1,1
634,6,6,1,1282,635,0x00000015,0x00007B37,0x27,1,1,1
635,3,3,1,1282,636,0x00000015,0x000092BC,0xC0,1,1,1
636,4,4,1,1282,637,0x00000015,0x000071C9,0x4D,1,1,1
637,0,0,1,1282,638,0x00000015,0x0000A0C1,0x1B,1,1,1
638,7,7,1,1282,639,0x00000015,0x00005398,0xA2,1,1,1
639,7,7,1,1282,640,0x00000015,0x00006796,0xA2,1,1,1
640,5,5,1,1282,641,0x00000015,0x00004503,0xA7,1,1,1
641,1,1,1,1282,642,0x00000015,0x0000584E,0x9C,1,1,1
642,6,6,1,1282,643,0x00000015,0x00006ED4,0x4C,1,1,1
643,3,3,1,1282,644,0x00000015,0x0000485A,0xE2,1,1,1
644,8,8,1,1282,645,0x00000015,0x000061E7,0x5B,1,1,1
645,0,0,1,1282,646,0x00000015,0x0000AF7F,0xDD,1,1,1
646,4,4,1,1282,647,0x00000015,0x00005B5C,0x9E,1,1,1
647,6,6,1,1282,648,0x00000015,0x00004289,0x33,1,1,1
648,8,8,1,1282,649,0x00000015,0x0000537C,0x20,1,1,1
649,5,5,1,1282,650,0x00000015,0x000097FF,0xE1,1,1,1
650,8,8,1,1282,651,0x00000015,0x00008937,0x85,1,1,1
651,2,2,1,1282,652,0x00000015,0x000057FE,0x70,1,1,1
652,7,7,1,1282,653,0x00000015,0x00005C78,0xF4,1,1,1
653,7,7,1,1282,654,0x00000015,0x000057DC,0x90,1,1,1
654,7,7,1,1282,655,0x00000015,0x000060F8,0x68,1,1,1
655,3,3,1,1282,656,0x00000015,0x000063D0,0xCC,1,1,1
656,6,6,1,1282,657,0x00000015,0x00009041,0xD3,1,1,1
657,3,0,0,1282,658,0x00000015,0x00008BA6,0xCC,1,1,1
658,9,9,1,1282,659,0x00000015,0x00005883,0xD9,1,1,1
659,2,2,1,1282,660,0x00000015,0x000054D3,0xE3,1,1,1
660,2,2,1,1282,661,0x00000015,0x0000691E,0x80,1,1,1
661,1,1,1,1282,662,0x00000015,0x00005132,0x00,1,1,1
662,5,5,1,1282,663,0x00000015,0x00007DF2,0x4C,1,1,1
663,3,3,1,1282,664,0x00000015,0x00008147,0xBF,1,1,1
664,4,4,1,1282,665,0x00000015,0x0000547D,0x0B,1,1,1
665,3,3,1,1282,666,0x00000015,0x00005A31,0x79,1,1,1
666,1,1,1,1282,667,0x00000015,0x0000276B,0xD1,1,1,1
667,1,1,1,1282,668,0x00000015,0x00003808,0x82,1,1,1
668,2,2,1,1282,669,0x00000015,0x00009157,0xB9,1,1,1
669,7,7,1,1282,670,0x00000015,0x000044CC,0xEC,1,1,1
670,6,6,1,1282,671,0x00000015,0x00008967,0x9F,1,1,1
671,1,1,1,1282,672,0x00000015,0x00003CA7,0x21,1,1,1
672,8,8,1,1282,673,0x00000015,0x0000485A,0x86,1,1,1
673,6,6,1,1282,674,0x00000015,0x000074C1,0x73,1,1,1
674,6,6,1,1282,675,0x00000015,0x000060B3,0xD7,1,1,1
675,0,0,1,1282,676,0x00000015,0x0000ABA5,0xC9,1,1,1
676,0,0,1,1282,677,0x00000015,0x00009324,0x74,1,1,1
677,5,5,1,1282,678,0x00000015,0x00005624,0xD4,1,1,1
678,4,4,1,1282,679,0x00000015,0x00005A34,0x80,1,1,1
679,0,0,1,1282,680,0x00000015,0x0000704A,0x42,1,1,1
680,0,0,1,1282,681,0x00000015,0x00006CC5,0x7F,1,1,1
681,2,2,1,1282,682,0x00000015,0x00005505,0x79,1,1,1
682,7,2,0,1282,683,0x00000015,0x00006A6E,0xB8,1,1,1
683,1,1,1,1282,684,0x00000015,0x00004AF6,0xCA,1,1,1
684,8,2,0,1282,685,0x00000015,0x00004658,0x7C,1,1,1
685,7,7,1,1282,686,0x00000015,0x000087D9,0xA5,1,1,1
686,9,9,1,1282,687,0x00000015,0x000053A2,0x1E,1,1,1
687,5,5,1,1282,688,0x00000015,0x00005834,0x90,1,1,1
688,8,8,1,1282,689,0x00000015,0x00007E62,0x08,1,1,1
689,0,0,1,1282,690,0x00000015,0x0000C68D,0x89,1,1,1
690,4,4,1,1282,691,0x00000015,0x00005435,0xD1,1,1,1
691,0,0,1,1282,692,0x00000015,0x00008005,0x81,1,1,1
692,8,8,1,1282,693,0x00000015,0x00008C44,0x6A,1,1,1
693,6,6,1,1282,694,0x00000015,0x00007002,0xDE,1,1,1
694,6,6,1,1282,695,0x00000015,0x00006E41,0x61,1,1,1
695,5,5,1,1282,696,0x00000015,0x00007FB9,0xE7,1,1,1
696,1,1,1,1282,697,0x00000015,0x00003471,0xB9,1,1,1
697,9,9,1,1282,698,0x00000015,0x00006856,0x90,1,1,1
698,9,9,1,1282,699,0x00000015,0x000066AC,0x3C,1,1,1
699,2,2,1,1282,700,0x00000015,0x00006099,0x4F,1,1,1
700,0,0,1,1282,701,0x00000015,0x00008B0A,0x08,1,1,1
701,1,1,1,1282,702,0x00000015,0x00004361,0xE5,1,1,1
702,2,2,1,1282,703,0x00000015,0x00006F67,0x2B,1,1,1
703,8,8,1,1282,704,0x00000015,0x00005898,0xFC,1,1,1
704,9,9,1,1282,705,0x00000015,0x00004CFE,0x78,1,1,1
705,9,9,1,1282,706,0x00000015,0x0000568C,0x56,1,1,1
706,5,5,1,1282,707,0x00000015,0x00003598,0x9C,1,1,1
707,2,2,1,1282,708,0x00000015,0x00005169,0x35,1,1,1
708,1,1,1,1282,709,0x00000015,0x00002EEA,0x46,1,1,1
709,9,9,1,1282,710,0x00000015,0x0000575C,0x96,1,1,1
710,9,9,1,1282,711,0x00000015,0x00008389,0xAF,1,1,1
711,0,0,1,1282,712,0x00000015,0x00006F5C,0x60,1,1,1
712,7,7,1,1282,713,0x00000015,0x0000565D,0xEB,1,1,1
713,1,1,1,1282,714,0x00000015,0x000048BE,0x80,1,1,1
714,7,7,1,1282,715,0x00000015,0x00008942,0x3A,1,1,1
715,2,2,1,1282,716,0x00000015,0x000077EC,0xE4,1,1,1
716,5,5,1,1282,717,0x00000015,0x00006585,0x1B,1,1,1
717,6,6,1,1282,718,0x00000015,0x00006704,0x00,1,1,1
718,3,3,1,1282,719,0x00000015,0x00009728,0xB0,1,1,1
719,5,5,1,1282,720,0x00000015,0x00007476,0x52,1,1,1
720,5,5,1,1282,721,0x00000015,0x00006737,0x9F,1,1,1
721,5,5,1,1282,722,0x00000015,0x00005583,0x43,1,1,1
722,4,4,1,1282,723,0x00000015,0x000062BB,0x71,1,1,1
723,8,8,1,1282,724,0x00000015,0x00007A2F,0xB3,1,1,1
724,5,5,1,1282,725,0x00000015,0x00008902,0xE2,1,1,1
725,7,7,1,1282,726,0x00000015,0x000042F2,0xB4,1,1,1
726,3,3,1,1282,727,0x00000015,0x00004CDB,0xD9,1,1,1
727,0,0,1,1282,728,0x00000015,0x00009B4A,0x7E,1,1,1
728,5,5,1,1282,729,0x00000015,0x0000663E,0x7E,1,1,1
729,1,1,1,1282,730,0x00000015,0x00003292,0xB6,1,1,1
730,5,5,1,1282,731,0x00000015,0x00006080,0x86,1,1,1
731,4,4,1,1282,732,0x00000015,0x00004F55,0xDB,1,1,1
732,1,1,1,1282,733,0x00000015,0x000057BF,0x97,1,1,1
733,0,0,1,1282,734,0x00000015,0x00009378,0x40,1,1,1
734,6,6,1,1282,735,0x00000015,0x00007F4D,0xDD,1,1,1
735,7,7,1,1282,736,0x00000015,0x00004955,0x8D,1,1,1
736,6,6,1,1282,737,0x00000015,0x00007702,0xDC,1,1,1
737,5,5,1,1282,738,0x00000015,0x00003C38,0xD2,1,1,1
738,3,3,1,1282,739,0x00000015,0x00007394,0x0E,1,1,1
739,8,8,1,1282,740,0x00000015,0x0000806A,0x88,1,1,1
740,6,6,1,1282,741,0x00000015,0x00006B33,0x97,1,1,1
741,0,0,1,1282,742,0x00000015,0x00009B7B,0xC5,1,1,1
742,4,4,1,1282,743,0x00000015,0x000036D6,0xD2,1,1,1
743,2,2,1,1282,744,0x00000015,0x00004E7A,0x72,1,1,1
744,0,0,1,1282,745,0x00000015,0x00007A62,0xFE,1,1,1
745,7,2,0,1282,746,0x00000015,0x0000753D,0x69,1,1,1
746,3,3,1,1282,747,0x00000015,0x00006647,0xED,1,1,1
747,6,6,1,1282,748,0x00000015,0x0000466D,0x0B,1,1,1
748,6,6,1,1282,749,0x00000015,0x000060D7,0x47,1,1,1
749,3,3,1,1282,750,0x00000015,0x0000528A,0xC8,1,1,1
750,8,9,0,1282,751,0x00000015,0x00006255,0x39,1,1,1
751,8,8,1,1282,752,0x00000015,0x00003BCD,0xAF,1,1,1
752,6,6,1,1282,753,0x00000015,0x000090C2,0xBC,1,1,1
753,2,2,1,1282,754,0x00000015,0x000068D2,0x84,1,1,1
754,9,9,1,1282,755,0x00000015,0x00006B19,0x97,1,1,1
755,8,8,1,1282,756,0x00000015,0x000067EC,0xA0,1,1,1
756,7,7,1,1282,757,0x00000015,0x0000499C,0x0E,1,1,1
757,9,9,1,1282,758,0x00000015,0x000064FA,0x92,1,1,1
758,3,3,1,1282,759,0x00000015,0x0000A80A,0x54,1,1,1
